Gene_name,GSM4089641,GSM4089642,GSM4089643,GSM4089647,GSM4089648,GSM4089649
SUGP1,6.807174574,6.779509255,7.152122562,6.345350244,6.85562848,6.458655962
NECAB2,4.776609369,3.743277982,5.954370819,3.537606691,3.963224405,5.15681726
,6.817879032,5.443321532,5.64262649,5.556496858,4.7379517,4.818272836
TLL2,1.377162628,3.246301667,3.020959055,3.385541479,3.438199686,4.393567217
THAP9-AS1,8.292073109,7.224339389,7.469381335,8.733967762,8.535302597,8.09167868
BRSK2,-0.150232871,4.772798855,1.667660549,-0.099169894,0.296216571,2.374483104
SNHG3 /// SNORA73A,4.076353861,5.128289276,5.391599332,4.626801225,3.970310701,4.573253327
ZNF451,5.780845498,6.16794595,6.264868543,7.13414905,5.353450333,4.213075049
USP34,3.133624349,3.840926433,2.705225957,2.96960732,1.864041496,2.812970489
KCND3,1.63376133,-1.492208404,-0.556539747,0.430435156,-0.575574478,-2.216518201
CCDC64,6.232543725,6.729743087,7.098705885,4.615198511,3.909696312,5.060786705
DST,10.64216003,10.65968378,10.55315888,11.19026298,10.19981955,9.739434659
FNBP1L,9.760816401,9.027314426,8.98073653,9.454667376,9.955904137,10.11080953
KIAA1731,3.870354855,4.251385833,3.227945885,0.072325362,1.167396468,2.479533247
ZNF528,5.271933578,2.680270339,3.254234231,4.310776354,3.787536943,1.54333255
NRXN3,1.107661091,1.259724436,2.195435795,0.085071078,-0.228371299,1.323398894
NRXN3,4.377928879,3.902334109,3.00333418,1.26023045,0.910302859,2.413109312
ZNF33B,5.368691534,4.069822443,4.806989049,3.925097452,5.553707618,6.055000377
PEX1,5.15569662,4.843848208,5.144996701,5.118006651,5.028966899,3.838770284
CCZ1B,4.144527732,4.814704221,5.661373374,3.871222683,3.00408785,4.014212445
NTRK3,-0.507525332,0.457814895,3.194299847,-1.176501707,-1.709495383,-0.787908837
SCNN1A,5.148828379,5.09180983,6.226834101,2.155564675,1.998513258,4.575197346
RAPGEF3,3.735662974,4.376686292,2.073772257,1.237600428,2.14819549,2.81869516
SEMA6A,5.056310396,5.084510785,5.441307514,2.068911526,1.453912604,1.938447651
,4.799646864,4.184121573,4.359977914,4.264236151,3.623820051,3.777188234
GRSF1,6.541829202,6.385864126,6.039158139,5.75972843,5.705491394,5.801551877
RNF126,6.571687427,5.70395616,5.196221456,5.980984949,6.5774107,6.971267634
RREB1,5.252631375,5.190563504,5.887418039,3.78464008,3.878901867,4.628085323
TM4SF1,1.098655361,2.449994448,3.313701521,-0.15650973,3.13892912,3.736442522
TM4SF1,9.603774686,7.896205235,7.869593843,9.399893115,11.16773801,11.35203791
IGLV6-57,1.351718777,1.660677668,1.566868721,0.586135416,0.50036357,0.842817965
,2.622902246,3.64110668,2.604026239,0.92665987,2.645252043,1.868548494
BCL2L1,1.391679748,4.232461221,2.260561673,2.2857573,4.337604063,5.22056213
SETD2,5.393601537,5.64126567,6.19391167,5.689707307,5.067032017,5.066661848
LINC01140,7.025792919,8.035634906,7.651051691,3.659330923,3.461960675,0.767824268
RNASEH2B,6.343477113,6.802115651,6.740387932,6.066597274,4.533314157,4.110655562
DOCK9,0.897294647,1.547884102,1.681678639,2.105383073,-0.400828864,3.06669026
BMP6,1.558424387,1.371815319,1.590530164,0.656633655,0.311328726,4.132478137
GUSBP3 /// SMA4 /// SMA5,0.305632053,-0.33023665,1.506739026,2.848557846,2.67043928,0.069083442
STAM2,4.596696661,4.519466422,5.07610583,5.769602498,4.758958702,3.929383881
CELF3,3.831451664,3.210942082,3.015486865,1.050989189,1.283933622,1.862451391
KANSL1L,4.513718123,4.653008409,4.663310459,4.297396872,3.380951044,4.119065617
TRIM58,3.080229566,3.284493405,3.268917906,0.818932344,-0.237270202,-0.208182596
ZNF280B,3.050250924,2.427547177,3.720891316,2.065630901,1.212270497,1.957669487
CD163,9.330576326,9.825707729,9.553276016,0.047412749,-0.318876418,1.831605697
MAPKAPK2,4.352363057,3.490685644,2.759234679,2.960635883,3.736150241,3.372576057
AIF1,8.962173031,9.385031911,8.494731605,6.666259515,6.315698452,5.486910623
FRMPD4,4.129414914,5.060700254,4.28975333,1.34978421,3.319964694,2.960782283
SRCAP,3.849068511,3.821832645,4.761923493,1.05795621,2.51174633,2.827174748
EPOR /// RGL3,5.148856844,5.050823808,4.0240182,4.507826347,3.999675357,5.03249321
B3GNTL1,5.72502672,5.19737398,5.154413085,3.739340478,3.829778539,3.349209562
,1.848778155,3.578636862,4.746834064,0.538826177,1.981838044,3.417893011
LINC00894,3.637320426,4.642718898,4.748047902,3.737967919,2.992601677,3.762901548
DENND5B,5.030503824,2.914074613,5.347991572,5.052572398,5.529158779,5.329658227
,9.244178283,9.240381119,9.467444562,1.434294618,-0.59657738,0.290306435
,1.867564408,2.053924579,2.604223178,1.24610401,2.330099418,-1.325698451
METTL10,2.085982046,2.080006087,2.445726703,1.040836334,-0.059479903,1.373258429
,5.417329338,6.516171199,6.614895322,4.871799303,4.294819221,4.734059245
LRRC40,6.348172211,6.55678652,7.036679154,5.893951886,5.466499875,5.566577729
SC5D,0.238872441,3.183299119,3.470094293,0.411339464,-0.290709364,0.634333049
PHF8,2.33206341,2.018740984,3.529671048,2.336111968,2.432537224,-2.043092854
PTPRF,3.049998364,1.645254349,5.105749306,4.478551227,4.527107879,4.540789841
PRDX2,6.65583837,7.187619306,7.613664247,5.836032676,5.534740197,6.328305119
FBXL18,3.325285664,4.894065911,2.973275128,3.155622959,4.244148783,4.785262821
NMT2,3.899987643,4.589529809,4.799486272,4.477256372,3.896746533,4.10895093
RABGAP1,3.759219763,4.423114229,5.599618324,3.056566188,1.049372872,0.756741509
HIST1H2AC,8.160194142,8.051247013,8.092461173,11.25798884,8.89282814,7.031737037
EDRF1,0.617307888,0.826786417,3.964860664,2.382185813,2.587888203,3.688907679
NR2F2,4.186651095,5.176885218,4.440247948,4.306364327,3.668584362,3.136242254
MYO1B,4.882828876,5.496765915,5.317184659,2.533600723,1.073498075,3.862600166
GRB2,7.316878854,6.714039404,7.236923067,6.573230601,8.226845659,8.578297205
COL3A1,13.69643511,14.20218506,14.0943334,9.808274025,9.377633514,7.515755022
,4.535878771,4.061992154,5.15505702,-0.890037747,2.826682709,0.859420981
LOC100129518 /// SOD2,3.016366165,3.061368384,3.165736715,0.181496971,1.914155,3.286368131
,2.58684399,-0.10787014,3.399458237,-0.899853907,-0.687341796,0.693649757
AGAP2,0.502065769,0.510202406,2.525996174,-0.363157788,0.142256579,1.357169112
KIAA1024,5.482383655,5.35449095,4.946305099,4.922840066,4.45739073,4.322764615
ELOVL5,5.429013321,5.311630261,5.55654284,4.44634226,4.870271003,4.735224293
,3.763369079,4.604848224,5.765131584,1.384950519,2.651423729,3.14385378
LRRC42,7.038019081,6.404628981,6.75306963,8.48303377,8.320010742,8.106437313
DLEC1,1.483049575,4.788403825,4.737232468,1.721958806,2.387064706,3.557606145
IBTK,1.876141674,-0.999899015,-0.010807211,1.850703427,1.795895754,2.516794295
C15orf39,4.319278318,2.76816103,4.2619219,3.498263635,3.645713185,4.339529368
SDHC,9.85285406,9.932062648,10.46894981,10.49650429,10.65633547,10.8561298
RBM10,7.363941991,7.179540907,7.708870064,7.539026946,7.994308175,7.908008251
LOC440434,7.704124977,8.020218817,8.064915177,8.12712767,7.943675232,7.880226346
GTF3A,10.31586281,10.27832168,10.05933094,11.29499401,11.38780733,11.73894512
NFAT5,2.663576889,0.510020064,3.65844001,0.708363837,2.94737628,0.973471683
NSDHL,7.036404425,6.879901771,6.979556668,6.962826616,8.541793588,9.09790571
SPICE1,3.021607645,1.8547218,4.315667662,1.87439567,-0.585054836,3.116283237
,6.341646019,6.458280282,5.964601945,5.047686699,4.114991613,4.132741337
ESD,11.87958708,12.02939422,11.94807151,10.97155792,11.34035642,11.62717818
CAPZB,2.112116265,3.495413758,4.553710689,0.646641939,1.013848118,3.478920048
RXRB,5.560650765,5.410242723,5.235880204,1.918973879,3.346091722,3.975648527
RXRB,-0.582401827,-0.64370742,1.107982403,1.918260279,-0.162040616,2.670545786
ADTRP,3.856049476,4.86897808,5.513241221,3.933978575,3.183735808,3.800620391
CXCL5,3.506843099,3.278713347,1.292693418,-0.421014928,-1.368312703,1.482920545
DPY19L1P1,1.748130578,1.586370845,2.658355459,2.935863269,0.067211902,-0.090615506
CYP2C18,1.448240225,3.844747185,3.882447416,0.978554428,2.374928183,0.791213952
NRIP2,4.139379447,4.941547693,2.637927822,0.951722062,1.08491466,3.257697093
N4BP2L2-IT2,2.628731608,1.343379395,1.736552924,1.590357697,1.112653432,1.620975768
TTC22,2.279468324,2.214945416,4.487151877,0.716174416,1.562728431,1.826505778
TTC22,1.123202659,4.304503741,2.273492019,0.407711681,-1.447603254,1.204798045
TOX3,1.714878516,0.307568416,2.269634643,-1.407084244,-0.623247317,3.274935507
RC3H1,4.516204299,5.016068369,5.642871936,3.835307665,3.740452698,2.550319531
LOC100288974 /// MBL1P,0.461025572,0.746794301,0.631607217,0.1537794,-1.172691495,-0.572110679
TSC22D1,12.60283571,13.12418918,12.4823769,12.27816194,12.48414065,12.63238637
MCF2L2,1.809146873,-1.871738278,3.982847587,2.239055812,-2.0003232,-1.271234863
SENP3 /// SENP3-EIF4A1,4.092807872,4.41313369,6.068688006,3.039547275,3.843521625,3.794654996
SENP3,5.189939179,5.605636558,5.308564746,3.697184436,4.541000562,4.737708391
NTRK3,5.154125449,5.086265757,5.773112826,0.974360438,0.682753061,0.620333037
DNM1,5.728143647,5.489414485,6.096426323,6.009913693,5.201547611,5.453474778
RAG2,0.697622604,3.689824698,3.561912628,-0.13593314,1.619380142,-1.593885697
AL928768.3 /// Ig alpha 1-[alpha]2m /// IGH,1.739213004,4.38363518,3.304619094,3.936044251,2.745000629,3.91999787
MYO16,1.705681594,1.965902465,1.934006892,-0.067633385,0.636162884,1.09592442
SAMD4A,4.180744616,4.068154856,3.875632641,1.058842905,3.59636272,4.342568968
CYAT1 /// IGLC1 /// IGLV1-44,2.445374461,5.000491334,5.53483978,3.889385927,3.485903353,4.739702314
TBX6,3.839102985,5.07561392,4.973877566,0.538428902,1.665456445,3.357777188
LOC101929910 /// LOC613037 /// NPIPA5 /// NPIPB3 /// NPIPB4 /// NPIPB5,3.244331484,3.600281649,3.025997946,3.126948084,1.776238774,2.561780688
ZNF550,2.16761163,1.40298952,3.411697404,-0.43752945,2.336289101,3.383538416
UGT1A1 /// UGT1A10 /// UGT1A3 /// UGT1A4 /// UGT1A5 /// UGT1A6 /// UGT1A7 /// UGT1A8 /// UGT1A9,3.975015635,4.964167561,4.546375922,3.018719622,3.400947728,3.571955858
LINC01314,3.742642237,4.226785944,3.830265467,3.019730377,-0.289091982,3.906486584
RBMS1,11.77253315,12.10851139,11.8700834,11.21362068,10.76904439,10.95450169
,5.214890257,5.765611653,6.495910975,5.767596538,4.919564145,4.910257761
PIK3C2G,0.904434,3.102926827,3.834822437,0.803987455,0.197299271,3.387527978
IQCK,4.713415386,5.126551678,4.82233246,3.110977878,3.818605184,4.124998038
IQCK,3.685424408,4.699101831,5.715075172,3.943133676,3.510544237,3.666711152
,3.091352869,5.113504649,4.779123115,3.239705063,3.449799053,2.42351901
FAM153A /// FAM153B /// LOC100507387 /// LOC102725213,0.955149105,3.012069812,3.327040593,2.717425283,2.580591734,0.116178419
PI4K2A,5.664334922,5.308408205,5.520167633,4.715448636,5.787388059,6.031695138
DNPEP,3.616581189,0.765653552,4.578775722,4.640886955,3.759592625,2.672289553
EXOSC8,7.535601988,7.555908161,7.617408691,8.754917558,9.018603576,8.555965661
,5.353785529,6.334527159,6.357889767,3.995502609,3.796878043,4.00272052
KAZN,4.58273663,5.04980064,5.572574423,4.702036896,3.96827511,4.285838661
ARHGEF10,-1.207441128,3.10838729,3.636589821,1.83024721,-0.270971981,-1.42924176
,2.463052171,5.13136312,4.151728955,2.833139047,1.498450022,2.437997362
NOP14-AS1,2.347404871,2.923955419,5.668485086,1.543629506,1.563138601,1.284443063
HYPM,1.243108466,0.832671315,2.724643724,2.596925604,-0.477393801,3.196200993
DPY19L2P2,5.814658083,5.586665678,5.49559284,7.83798738,5.562880428,4.818012017
,2.101303815,3.228196851,2.873639986,0.959466007,1.522849214,1.901367017
CNTNAP2,0.640667197,1.208142647,2.138552375,-0.455524505,-1.03457401,2.355608336
TTC28,8.054468656,8.521019319,8.457384983,6.158072396,6.979911014,6.922554671
AF007147,4.767347584,5.856450429,6.046626383,1.825541427,3.845249163,4.537948301
APBA3,6.344272825,6.420303856,6.698218478,6.868501577,7.326303639,7.54457039
AJAP1,4.14520463,5.370778063,4.358916641,4.084251395,3.216318272,3.522947112
YOD1,2.717192748,2.897660586,3.52994585,4.349287422,3.730498668,3.482551455
DOCK10,3.888655589,3.299892289,2.302213752,0.749508524,1.338669716,0.853157324
MYB,2.380646342,2.996220603,2.649056666,-0.99768489,2.57206261,2.189255274
NOS1AP,2.148462346,2.778071871,2.890429182,1.297555347,1.51255054,2.917958706
ULK2,5.764484167,5.533049343,5.48624777,4.177622846,3.317916158,1.147599767
HEXA,3.549964825,5.038567872,3.907611763,4.459123374,2.61503721,1.924050464
WDR61,6.715358025,7.443042989,7.384421142,5.927242258,4.510430302,4.633826415
PABPC1,12.4705089,12.17290874,12.46207022,11.98140317,12.4879405,12.53181761
DEDD,7.060663511,7.021368678,6.906397591,6.362571582,6.467070757,6.750512716
NADK,3.715794552,4.54444211,5.444180035,3.300731433,3.414067863,3.463295486
LOC100289097 /// LOC642236,6.837173768,6.59350616,6.888146568,5.67453127,6.033403178,4.906476964
CAMK1G,1.389313492,1.660431239,2.017950405,-0.835082457,-0.07364223,0.449027776
RALGAPA1,2.516814461,1.449519117,-0.39499692,1.006420114,2.410550058,3.541068729
,3.026222866,4.116697443,2.785418726,3.489324562,2.660604656,3.607282963
,3.864423891,3.332478803,2.64663042,-0.175740489,0.881500178,0.180657108
UMPS,8.667707662,8.260129186,8.663490504,9.78254617,9.698331358,9.709538784
IGSF9B,1.398388681,2.847473835,2.575377686,0.528621325,0.267200179,0.918302266
MED14,5.287173057,5.172579521,4.149454487,4.395933365,4.535518009,4.522871806
TIMM17A,0.785860191,3.173974888,4.151509788,2.097223105,0.797162429,2.388842529
SLC35E2 /// SLC35E2B,6.585102255,5.835572956,6.724704836,4.634657154,4.203905884,4.64546534
CEP152,4.957682486,3.667596973,4.296516142,5.457787978,3.986875072,4.094024887
TIMM17A,11.41164339,11.18045622,10.78914235,11.69065716,11.59109219,11.64002345
PTPN20B,5.434000978,5.405580588,5.397645543,-5.05E-05,0.891022488,1.989829301
DNAAF1,2.093239016,1.330432195,2.722323934,0.538607689,0.641065051,3.564987801
FMO6P,4.481376448,4.396262261,5.024714168,2.722203692,2.409746644,2.760629741
PCNX,5.962706332,6.609514158,6.542366403,3.121937105,3.630067592,3.366867712
IGK /// IGKC,1.496953135,2.677754026,4.464080092,2.829884054,0.048752338,1.979392497
ITGA6,5.014422248,0.931584731,5.877594575,6.393864056,6.106170317,5.870608847
NAAA,5.560693558,5.428263013,6.850724427,4.045023522,3.237031328,5.242693958
PGF,9.031020181,9.54239349,9.444157668,8.216483967,8.800188081,8.825162326
RP11-429B14.4,3.607519701,2.930165823,3.465321514,3.309903756,1.918916652,1.649491301
CDH22,2.386107358,2.83887716,3.474046599,1.386126676,4.086316717,1.777590146
,4.560213592,6.087566796,5.630687948,3.790563541,3.945411061,4.597000718
,2.461167055,1.548347841,3.800185492,3.174128336,3.618966868,3.508504715
DAPK2,5.380542451,6.894732896,6.476349282,2.925331068,2.75312527,3.707370177
LINC00963,0.701114298,2.275242509,2.715924113,-0.616764081,1.176960992,0.10608026
TBC1D30,2.638034438,4.852573203,3.164630224,4.27887686,3.208443906,3.202811059
FLJ11292,3.32308179,3.4814927,4.009544248,0.355929644,-1.777284451,1.397381316
STK24,1.329904307,3.12969186,1.75215341,3.483106345,0.798058812,1.764482044
KRT86 /// LOC100509764,5.443636486,2.555185452,4.259347822,5.563908576,6.436311779,6.400674542
EIF3M,6.669395332,6.17618512,6.663330386,6.40781839,5.067501049,5.438479165
,3.63945214,5.819640085,5.311837303,3.953665673,3.514917575,-1.48068355
PMS2P4,0.758712515,1.477459741,0.724431996,0.836740158,-2.280033313,-2.068846469
HLA-DQB1 /// HLA-DRB1 /// HLA-DRB3 /// HLA-DRB4 /// LOC100996809 /// LOC101060835,8.139648552,8.220881309,8.822883076,4.779291243,4.530507781,4.89704192
PRKCA,3.479204688,1.487321696,0.947950367,0.486508443,1.035694283,2.708109966
PRKCA,5.737757056,4.912295374,4.977133357,6.529116602,6.907179106,7.138159145
,5.320401638,5.826085734,5.729745806,5.132593293,4.184970528,5.058004715
,1.533339078,2.057793359,-0.379531825,0.916751781,0.046127809,1.083056749
CALD1,5.300046828,5.669032436,6.154528529,3.341630009,1.592047942,0.973199805
CALD1,5.299706235,4.590164845,6.104416341,3.589487863,0.972560324,0.853277114
,4.256806876,2.885804709,2.729058918,1.843734666,3.402913141,1.915142251
REPS1,2.880452403,3.731487392,4.751720787,4.126411259,3.788810975,2.718819708
GUSBP11,1.511118835,2.41623444,2.7256212,1.481278272,1.457515497,1.441100977
GOLGA4,4.965188617,5.019617414,5.966158183,4.141947714,3.667733204,3.891701088
,4.734151399,5.139788712,5.841132811,2.041446263,2.366641146,2.056639016
NCOR2,2.26328986,2.768883002,5.032510842,1.516816982,0.323646763,0.808862781
,6.992167938,7.120963579,7.185598988,5.646709902,4.560604914,4.606992906
NUS1 /// NUS1P3,5.637894213,5.278586984,4.845740933,5.869730781,6.373724763,6.161684159
RPL35A,5.867399835,6.057889946,5.895874544,4.483151501,4.112416569,4.42472058
SEC24D,3.888041819,4.665836154,4.974258552,3.637529102,2.574869288,-0.686593922
DLST,7.26993081,7.822048148,7.960720204,8.134698404,8.331140882,8.277538484
RRN3P1,4.887544766,6.01673253,6.457293863,0.002781718,-0.700220806,4.384927041
,3.253220834,3.813309192,4.017886285,-0.417713775,-0.717935078,-1.961254803
NUP54,3.693063147,4.251673653,3.719325841,2.69229551,2.776720951,3.288770491
IGLC1 /// IGLV3-25 /// IGLV3-25,2.779402617,4.700661654,5.133464888,2.966522755,1.601021358,0.791789071
LOC81691,0.174073991,1.912902745,1.965407519,3.93871863,2.437486101,3.578999076
VPS16,2.443381213,4.298878222,4.297037306,4.250991882,0.233630413,2.418192647
IGKC,4.518566611,4.348657345,5.401586098,4.646444946,3.170436266,5.619988096
WDR62,5.459329971,5.682421604,5.810949449,4.883845609,4.665540581,5.232553318
DOPEY2,2.212625365,2.55615716,4.265706926,2.665642901,2.097459103,3.129362157
TPR,-1.11426322,-0.233194544,-0.634703881,0.700714914,2.147765813,-2.820066076
,6.116373075,5.456618902,6.4213546,4.565176735,3.936458916,5.062868604
MACF1,6.640607915,6.384545475,6.925655314,6.981133409,7.001408194,6.817572097
LOC100129518 /// SOD2,7.896471671,7.970497077,7.628416376,8.720463169,9.35790164,9.431990606
SNORA21,4.488174347,4.337632605,4.402108191,6.076475722,5.936866397,5.745681046
GPR17,1.66440547,0.853652393,0.949258507,2.576548742,1.430788389,1.729417902
EXPH5,3.014615954,4.076225574,4.278824835,4.031404019,0.637740067,2.602349978
ACP1,8.022217987,7.573086662,7.979430912,8.597858887,9.151153569,8.996363323
NHLH2,2.751305175,2.6386369,3.504137295,2.385199083,2.076189652,2.731250595
LOC100129973,0.908905114,-0.251020177,-0.116341651,0.878152465,-0.802260394,0.406482248
EIF3C /// EIF3CL,8.3026572,7.858360275,7.975108523,9.258141996,10.16829604,10.46658634
PRKAG2,2.257119269,3.658519987,4.45048546,2.823394756,2.339929794,1.417315159
ARHGAP44,5.612685707,5.276217479,6.33165148,3.481247268,4.691975169,4.605583225
JMJD6,2.520578139,5.234171726,3.290692746,4.381117218,3.657274141,3.915645183
DYRK1A,4.495810267,4.182652575,4.543638166,2.890876616,0.219351315,2.059036797
SPTAN1,5.870983589,6.366369429,6.422433174,6.934870291,5.697590358,6.041632871
PICALM,4.060306838,4.075284459,4.522965937,4.250597823,4.128747059,3.748826154
DOCK9,3.261266021,1.788777572,4.681522354,4.306714287,3.994860271,4.311023494
DOCK9,4.96692414,3.138576948,5.362697812,2.975035819,3.259935296,4.205861657
ZNF273,4.984953851,5.583579255,5.334525372,4.275833975,2.973287987,3.353549136
ITGB3,3.728040221,5.42589229,4.730748629,3.136066671,2.475582994,2.284600005
ANO3,6.108198245,6.326979494,5.997845621,6.623559636,5.163027686,4.244042196
PIGC,5.058866278,4.947320168,4.609500861,4.413269114,6.098051038,5.564466581
GJB3,5.445819385,4.703327764,5.272859292,5.274116266,4.24353961,4.631290575
DGCR5,3.239181102,4.813658076,5.151367717,4.314515271,4.130354335,5.068812666
FMR1,9.64004063,9.807842715,9.852151816,8.755658737,8.32422556,8.166504568
LARP7,2.527630885,4.389800818,4.346588193,3.589787452,0.512004333,4.321033347
LOC100288570,3.710525442,4.407658663,4.52802114,2.526274181,2.413759246,3.698929647
GRB10,5.900231641,5.78507969,5.191053291,4.203929369,4.930524465,4.917231235
RPL35A,2.716892151,-0.608388434,0.810064642,2.096781346,1.208935462,3.781779346
EMC3,4.677981734,4.019746386,5.452931427,3.981112854,3.550469761,3.810730997
,2.589959987,4.685676695,2.54399072,1.57830113,1.672665205,3.174273777
,2.156458103,4.895598305,4.770834331,2.623384635,3.486598541,2.083846483
RCAN1,3.400018685,2.765120973,3.354452161,4.032277201,0.55092036,3.766467953
RCAN1,3.795933147,3.301412054,2.652197353,3.286308982,1.977228627,0.178988656
IGSF9B,1.974055678,2.257487414,3.574404309,4.173119436,1.332026162,1.302079191
ARHGAP33,1.939726826,3.539220861,4.397221113,2.039945516,3.667358536,2.49872573
ERGIC3,0.401073376,1.415445003,0.840717005,1.73122235,-0.740032173,0.707153689
CADM4,3.493224607,3.011492061,2.516070634,1.313872722,1.92539184,2.127362543
CADM4,-0.607032,1.460307462,1.245118359,0.682789011,3.780184094,2.336923174
TCF3,3.400373978,3.263055445,5.719177963,3.567679295,2.044149278,4.087691957
,2.927208118,5.27734134,3.555754815,2.38383698,-0.06796605,0.819807133
,1.757684686,1.668214454,1.321783818,0.563568178,0.536788984,2.9163639
ZXDA /// ZXDB,4.029046436,5.097665571,3.867550571,3.992360576,3.760838352,4.437454141
EMX1,0.643366745,0.938925593,0.292781749,-0.64681675,0.115699153,-0.102569035
,5.334854269,5.315164057,5.269115456,2.437928139,3.798745247,3.521829682
DNAH3,3.372979949,3.57965083,3.647521745,3.304827874,3.614674512,3.970678827
SLC8A2,4.158118861,1.578547503,4.187031329,3.891496958,3.827859663,4.227463845
KIAA0754,5.043488872,6.281538766,6.399899095,5.328093245,3.939160743,3.293626509
TRAPPC10,6.339915902,6.108154327,6.043077606,6.481599256,4.818528495,4.344686492
LFNG,1.269386294,2.785918763,2.804417079,1.394870793,1.660508823,1.295752407
TNN,7.251084697,7.427782141,7.691904004,4.489433753,2.2279813,4.682033871
OGG1,2.799543258,1.437515397,5.183363439,1.535838968,1.194515761,3.217283459
TADA3,6.035155398,5.87021921,6.727021893,5.759810971,5.820184069,5.599151136
SLC12A3,3.692315599,5.357115611,4.22186935,4.024647688,1.853704285,1.576672083
TRAF3IP3,2.714032258,4.080137449,0.909750067,3.277458142,2.241440566,3.16037004
WFDC8,4.113167057,4.952291627,6.025037656,4.003134454,3.521917601,4.173703117
PCDH1,0.947299593,2.939397735,4.103791352,1.599570124,1.276556218,2.124447252
,2.566169754,2.455420602,4.748069376,3.512201598,1.160965352,1.227827315
,5.39172992,6.258891987,6.570541864,4.523856738,3.707392265,1.801270424
PPFIA3,2.694884649,4.974442124,3.350666966,2.931021119,3.198668587,4.933591522
POGZ,4.086996011,4.277196255,4.858388872,-0.160996616,-0.014815831,3.181490611
ANAPC13,1.443314901,0.258892741,2.426237914,-1.144329166,2.276672339,1.909892124
LINC00667,6.286040193,7.143281163,7.212549885,5.330131695,4.348260752,5.088243383
,3.475149751,1.773122851,4.214521181,-1.378775661,-0.618938172,1.996468291
PHTF1,6.382321407,6.72759377,6.226795576,7.514145937,7.611696177,7.125837047
PHTF2,2.944850951,4.340199057,4.72853551,5.991766715,5.067298824,4.902671764
STRN,6.913846824,7.291677223,6.914767807,6.429850258,5.3162761,5.024851548
TRPC2,3.647130275,2.233725502,2.460155408,4.193945172,4.070621171,4.754085782
ZNF749,3.389360304,3.143189311,2.858152118,2.038766264,2.236621192,3.16439048
,0.028286243,2.218027856,1.096632938,2.276922414,2.023695369,1.769433237
MKL1,4.932377766,4.43865215,3.641800328,1.788339088,4.361368335,4.606051297
MKL1,1.934739163,1.676899239,4.672781728,0.790063025,0.614728687,4.019470638
PGAP2,7.189705976,6.828123787,7.535220934,7.081243746,6.817239511,7.399017244
SMARCA1,4.133037379,3.344288805,4.517546567,5.339746695,2.025950124,1.411236405
DTNB,3.915253179,1.737751649,2.890454475,1.210900014,0.238847989,0.808195562
CDC42BPA,5.389759525,6.720606811,6.782670659,6.550609819,4.087284615,4.088582617
LOC441204,0.60520036,3.917173938,2.476231318,3.424532481,2.918414859,-0.376189312
RP11-714L20.1,2.881560867,3.563890277,4.854100403,2.487190474,3.341103356,3.009313129
SULT1A1,7.359064282,8.121745891,7.980836474,6.432764029,4.806339526,5.10794308
FMO5,-0.137906525,0.769771739,2.595274492,0.34324862,1.056812399,0.887345898
SYCE1L,2.416945103,2.543231076,4.484370181,2.228603232,2.52123923,2.759422186
LOC257152,4.022545365,4.979261695,3.978058311,4.304627854,4.823148112,4.47678346
DCLK1,4.940481571,5.631668907,5.187585657,3.070957706,2.968638227,2.552448392
,5.670106681,5.106411139,5.383248087,5.06996848,4.222487739,4.34893348
PDGFRA,6.082140524,6.502814305,6.908956978,0.226607172,3.461476173,1.57965807
,7.227596691,8.180212522,7.673139441,3.135753195,3.055875879,2.735556836
ZNF529,5.918994385,6.409956022,6.030514859,1.723772602,1.510430302,1.451915305
XRCC6,3.967860271,5.028582412,4.891555284,3.762370078,2.734763805,3.819831652
ZNF674,-0.378342405,0.667310844,-0.77847923,-0.867825918,-1.233837394,-0.391508658
APC,4.41930966,3.033773611,1.730905105,4.029594233,1.738486835,2.704969321
NTRK3,4.954661621,5.124055122,6.134019639,2.005877813,2.671420197,2.464336304
,3.775714302,1.409792798,2.044677384,-0.656285193,2.231739594,1.403060439
HLA-A,11.57911791,11.76451502,12.19102528,11.89033269,12.04058426,11.89107357
,3.328893895,4.183272119,5.24340632,0.307137042,3.108014196,2.970910699
ZNF549,1.144287887,3.086355785,3.166647968,-1.220765498,0.405763688,2.43975344
,3.647383591,3.037986586,2.691583296,2.590336138,1.440229341,1.792996909
,3.253586949,2.534310665,0.304137178,2.217345507,2.638324114,-1.351560328
MINOS1P1,4.237571366,4.735175542,4.147640467,2.425016116,-0.152633208,1.978093099
ATP8B3,2.782058333,2.936451378,3.238378751,0.842568586,0.25102219,2.874973973
SPATA31C2,0.819431121,2.214059509,3.444309264,-0.590258243,0.766094743,-0.907768201
RUNDC3B,4.93222184,5.325019362,5.188511702,2.6352738,3.867026632,3.078691804
LONRF1,4.516481677,5.631791116,5.814124832,4.114983287,3.487730722,3.441018619
LUZP2,4.322591582,4.059831136,3.72149297,4.384982282,2.81808771,2.440059204
SEMA3D,-0.700954672,0.707038804,3.953665673,1.484148445,2.737835998,3.249565181
C19orf26,1.362469889,3.098210671,4.715448636,-0.445010442,0.060254951,0.633607904
PAK4,1.40641694,3.310210679,3.830884033,-0.505600775,-0.884873511,-0.216553404
RP11-414H17.5,2.488355615,1.915367923,2.190880304,0.434518812,1.769382455,1.56752111
EFR3B,4.735170125,3.871577553,5.436198493,4.517798497,4.088675892,4.861816446
CDK11A /// CDK11B,1.071391996,0.914449716,3.442492376,2.143608925,3.484151024,1.825488512
