Gene_name,GSM368877,GSM368878,GSM368879,GSM368880,GSM368881,GSM368882,GSM368883,GSM368884,GSM368885,GSM368886,GSM368887,GSM368888,GSM368889,GSM368890
LOC647881,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNF126,0.256738144,0.140720222,0.201641515,0.568574968,1.007812034,-0.568058435,-1.451913835,0.088504596,0.246911524,0.446538951,0.529593595,0.110663844,-1.830020271,-2.047070496
ILF3,0.790044059,0.638240144,0.539303944,0.355874093,-2.53189658,-1.867540918,-2.73955253,0.60914367,0.863046162,1.103719343,0.903449019,-4.807582431,-2.756157342,-2.436219003
Mar-02,-0.485708267,-0.465867695,0.173530346,0.057793614,-3.372937414,0.711409131,0.299257361,0.817999863,0.933465194,-0.427607125,0.536703701,0.531362421,0.105447975,-0.17866515
SUV420H1,0.489644839,0.359170329,0.527736207,0.520960857,-2.918084803,-0.719956653,-0.689032757,0.489231368,0.404109354,0.573253011,0.215394344,-2.527015691,-1.182105038,-0.681092865
DENND4C,-0.813182582,-0.201286233,-0.854407533,-1.622559985,0.516491739,2.679898016,-0.518917829,-1.149385426,-1.171174528,-1.024449799,-1.431643613,-0.994063466,0.247800816,-0.089738614
PHKG2,0.176372718,0.587130359,0.215593127,0.671868769,-3.00793433,-0.689358882,-1.096484366,-0.067847688,0.401411011,0.534841094,0.430516545,-3.024469767,0.691969284,-0.539612559
GRB10,0.544687793,0.257102369,-0.203786663,0.241295398,-0.865519167,-0.100974993,0.667461356,-0.063738187,0.00641422,0.38240594,0.356546048,-2.244429613,-0.923408655,0.294047171
LINS1,1.53230839,1.503116961,0.239925053,0.4764235,-0.72473788,-0.72473788,-0.72473788,0.101275122,1.635094594,1.857033188,0.724604928,-0.72473788,-0.72473788,-0.72473788
GPR142,0,0.47536574,0,0,0.199205896,0,0,0,0,0,0,0.672227877,0,0
GLRB,-3.062561288,-1.093940266,-0.102678604,-3.790194264,2.158192973,0.024381153,0.406187047,-2.429660723,-1.31560669,-2.741579664,-3.349690487,1.726048257,-3.790194264,-0.295249901
ACP1,0.499134568,0.195733979,0.087439754,0.016981657,-2.661253582,-0.337044151,0.315160987,0.220727873,0.520561072,0.658136067,0.152902688,-2.853301289,-0.761851246,-0.180880057
NUP85,0.279081115,0.67186436,0.166314898,0.309500343,0.592711444,-1.653254452,-1.674838813,0.011000065,0.37184801,0.572435688,0.309500343,-2.507591125,0.239312058,-1.393172189
PKD1,-1.606995973,-1.307247656,-2.473674012,-2.913097986,-0.900375908,0.988552083,0.819917217,-2.935584081,-1.868604092,-1.417366976,-1.416153502,2.744488589,-0.542162686,0.330037447
PDLIM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCMF1,0.022331709,-0.188556162,-0.062149323,0.221977384,-0.764950257,-3.229852001,2.094299027,-0.303006528,-0.526938339,-0.291580245,-0.633476951,-0.080844355,-1.782910767,0.878606409
TNRC5,-0.000714553,0.003529225,0.666432468,0.7012489,-0.673724249,-1.047877139,-1.566361308,0.693142013,0.849460222,0.456035446,0.973980633,-4.618930446,-1.334122074,-1.166484915
ZNFN1A3,-0.576637628,0.286019368,-0.039799118,-0.189368265,-1.955202658,2.229962186,0.444741028,0.435370626,-0.774427813,0.249193787,0.223319186,-1.955202658,-0.635071837,-0.868734771
FLJ38451,-0.918373949,-0.219235958,-0.184926153,-0.652697364,2.206735837,-1.549963987,-1.22163197,-0.731354494,-0.752884372,-1.236893066,-0.996797547,1.669199368,-1.881909791,-1.73987812
KPNA5,-0.210599021,0.509741474,-1.894992933,-0.528464641,-2.799517493,-2.799517493,2.780728447,-0.473342051,0.105082208,-0.512274424,-1.328973144,-1.914950341,-1.160686874,0.355201396
TNK2,-0.835323402,-0.587747047,-1.116539093,-0.737601671,1.051482255,0.308281851,-0.655396358,-0.982033568,-0.620917008,-0.823786307,0.023788898,0.732326869,0.848551717,-0.501012256
TMEM108,-0.794856134,-0.160522754,-0.432380169,0.423830409,-3.753007449,0.212847815,2.188648955,-0.796479116,-1.065283251,-1.238195575,-1.707466187,-1.792946419,-0.694041627,1.46305424
MYH7,-8.291756751,-9.63202454,-8.748217046,-6.601168735,1.24337686,-1.999096119,2.221512368,-9.63202454,-9.4404611,-8.974470276,-9.63202454,2.072550816,-5.762118597,2.159985337
GTF2IRD1,-0.533906536,-0.14985742,-0.533906536,0.345014454,0.209772146,2.156196228,-0.213589387,-0.533906536,0.49369873,-0.533906536,-0.533906536,1.493035574,-0.318312577,-0.20271154
PSENEN,-0.148060283,0.182700177,0.453779483,0.873902149,-0.464921184,-0.019454155,-0.605750248,0.08691315,-0.45039649,-0.419366435,-0.287200992,-1.836124339,-0.131996333,-0.542296592
LRRC61,0.046904192,0.643571932,0.402649841,0.536462731,-1.54283473,-1.54283473,-1.54283473,-0.276437582,0.032235517,0.962042719,0.876433968,-1.54283473,-1.54283473,-1.54283473
WAC,0.50317326,1.259453884,-0.009507647,-0.190116917,1.674063694,-0.316601691,-0.316601691,0.458504176,0.603553908,1.422281773,0.378671151,-0.316601691,-0.316601691,-0.316601691
SPFH2,0.881758668,0.922558113,0.468390433,1.664396584,-2.286050834,-2.286050834,-2.286050834,0.461288225,0.505651255,0.980271909,0.093336198,-2.286050834,-2.286050834,-1.38687472
RAD54B,0,0,0,0,0.386982653,0,0,0,0,0,0,1.313728363,0,0
UNC13B,-0.029859745,0.535759172,-0.322111702,-0.091143289,0.356299661,-1.63329528,0.146972847,-0.661819593,-0.822754174,-0.536569449,-0.57022122,-1.13599727,-0.124442037,1.895423126
PDIA3,-0.427321605,0.834973436,0.533664954,0.176984745,-0.562156956,1.550810009,-0.138821495,1.12004888,-0.562156956,0.480351247,0.770475082,-0.562156956,0.370948242,-0.562156956
LRP1,0.012842702,-0.090313871,-0.986865772,-0.24452244,-2.278669691,1.209233033,0.716948237,0.158649779,-0.130583439,-0.141748486,0.379467513,-2.278669691,-0.605295028,1.614417013
NUDT14,-2.755805531,-2.937992568,-2.124851023,-2.102524559,1.746685332,1.185595025,0.518554623,-2.000079657,-2.476017825,-2.985780877,-1.979325267,1.388904826,-0.665365231,-0.003664375
CYP8B1,-1.300760565,-1.300760565,-1.300760565,-1.300760565,3.090201548,-1.300760565,-1.300760565,-1.300760565,-1.300760565,-1.300760565,-1.300760565,3.086751043,-1.300760565,-1.300760565
EYA2,-1.252191015,-1.252191015,-1.252191015,-1.252191015,4.08437825,-1.252191015,-1.252191015,-1.252191015,-1.252191015,-1.252191015,-1.252191015,1.007289009,-1.252191015,-1.252191015
CACNG7,0,0,0,0,0,0,0,0,0,0,0,2.123246122,0,0
ESD,0.851683897,0.395077925,1.047958597,1.348429582,-4.90205878,-3.324627425,-0.463283655,0.718933326,0.561492029,0.772966141,0.031349819,-4.563496358,-1.687780456,-0.802361254
C6ORF192,1.061300771,0.860979048,0.716995366,0.905196225,-2.328623399,-1.68284264,-1.394704261,0.344135869,0.227901449,0.371805829,0.079028964,-1.190148491,-1.567361677,-0.750517623
APS,0,0,0,0,0,0,1.742406455,0,0,0,0.309176915,0,0,0.556994611
CHAF1A,1.040468202,1.134750496,0.306099256,0.746724169,-4.43767689,-2.33296304,-4.43767689,0.512194166,0.624131973,1.07992046,0.868848985,-0.575545417,-1.995816319,-4.43767689
SLC25A31,0.325701312,1.310161983,0.569685492,-0.184097124,-0.184097124,1.499425298,0.712397071,-0.184097124,-0.184097124,1.020531923,-0.184097124,-0.184097124,0.818347524,0.697137265
CUTL2,0,0,0,0,0,2.524047529,0,0,1.264549942,0,0,0,0,0
GUSB,-0.009581461,0.370493066,0.424536768,0.291801938,0.067064711,0.277222394,-1.697953742,0.150031154,0.266890008,0.202514675,-0.075431166,-1.157947243,-0.213076933,-1.241185586
CSTA,-1.890418478,-2.926746849,1.441715086,-1.768645362,-2.926746849,1.533953537,-2.926746849,0.950556305,1.276930525,-0.346966005,1.383171909,-2.926746849,-0.148841933,-1.359775564
EGFL7,0.180352973,1.265106175,-0.386558121,1.179053597,-2.524297703,-1.792877653,-0.52821746,-0.444338747,0.937867527,0.752086364,0.783445922,-2.524297703,-1.828625638,-0.336999082
DCP2,0.606343534,1.088245734,0.500435691,0.011087898,-2.054716552,-1.662945855,-1.051202958,1.026771729,0.259164877,0.398714405,0.592892386,-4.210331717,-0.259523178,-0.929733333
TEX14,-0.126806397,0.390123386,-0.126806397,0.477453556,0.931085714,-0.108328001,-0.126806397,-0.126806397,-0.126806397,-0.126806397,-0.126806397,2.85136978,-0.126806397,-0.126806397
ICOS,-1.156259279,-1.209634092,-1.921841618,-1.41265367,2.194748907,-0.819997714,-1.514747297,-0.952521207,-1.457718698,-0.86053956,-1.232362903,2.004212364,0.319553067,-1.887722142
ARHGEF16,-2.040995181,-1.424771059,-0.909767701,-1.119355083,-2.566177691,2.256711757,-2.073299042,-1.983869785,-1.645583305,-2.566177691,-1.20564415,0.855553072,1.397398736,-0.960563058
LGALS8,1.046042366,0.757686705,1.241035018,1.497352027,-0.646491959,-0.646491959,-0.646491959,-0.646491959,0.133850164,0.547329056,0.719745964,-0.646491959,-0.646491959,-0.240294098
SMBP,0.368816255,0.150959109,0.366585717,0.055374331,-1.239502554,0.579860657,-0.921072176,0.243799538,-0.180805571,0.052184515,-0.289359798,-2.765652003,0.477808557,-0.043606461
NDUFS7,-0.696407294,-0.337159292,-0.338763621,0.078029954,0.605905372,0.760293726,0.697276349,-0.573018711,-0.912039016,-0.843740804,-0.732390206,1.429203382,-1.234812709,0.230225433
KIAA1912,-0.719162511,-0.719162511,-0.719162511,-0.719162511,0.280326594,-0.719162511,3.582046488,-0.719162511,-0.719162511,-0.719162511,-0.719162511,-0.719162511,1.099374931,2.426814456
RGS22,-2.405956514,-2.405956514,-2.405956514,-2.405956514,-2.405956514,-2.405956514,-2.405956514,-2.405956514,-2.405956514,-2.405956514,-2.405956514,-2.405956514,4.14441897,-1.098556042
IQWD1,-0.026959761,-0.331516565,-0.756426406,-0.564616298,-0.575052639,-0.819664429,1.561604666,-0.526397967,0.013896503,0.025725269,-0.780663063,0.589368185,-1.580663535,0.723258391
FLCN,-0.108765514,1.25777766,1.115020435,1.511485281,-1.838659205,-1.838659205,-1.838659205,1.69891798,0.714772878,-0.146460236,0.394284691,-1.838659205,-1.838659205,-1.838659205
LOC641847,0,0,0,0,3.912632502,0,0,0,0,0,0,1.884703409,0,0
HIST1H4I,0,1.145899548,0,0.923877477,0,0,0,0,0,0,0,0.308677591,0,0
POLR2L,0.280615562,0.300769178,-0.044436663,0.569794044,0.567201091,0.403581844,-1.124104813,-0.210354914,-0.360590405,-0.217362048,-0.025074297,-1.854178278,0.151964433,-0.298923259
XTP7,0,0,0,0,0,1.355012387,0,0,0,0,0,0,0,0.828412236
TMEM28,-3.046199292,-2.266664824,-1.473177483,-1.887045244,1.961491266,-0.368059762,-1.462614321,-2.98896479,-3.013810996,-1.615163089,-3.046199292,3.094013144,-1.984717279,-3.046199292
FBXO43,-0.272355265,0.758092238,-0.33598627,0.127280243,1.146854826,-1.296805578,-1.444952336,0.553613956,0.699161411,0.58662532,-0.431539315,0.87960086,-0.039990299,-2.108604363
BPIL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIST2H2BF,-1.327184059,-1.285889249,-2.203526959,-2.08766406,1.386157659,1.218195961,-1.338255844,-1.652802929,-2.607811573,-2.54678802,-1.351148844,2.93178444,-2.570872244,-2.607811573
NRBP1,0.219794256,0.102095299,0.247207093,0.412088224,-4.707439408,0.710483974,0.278294963,-0.06053694,0.00812214,-0.042366114,-0.253971626,-0.207652107,-0.159056731,0.424344259
NOSTRIN,-4.635153764,-4.89306126,-4.89306126,-4.89306126,0.643316521,1.528697479,1.553919651,-4.89306126,-4.89306126,-4.89306126,-4.89306126,1.874530644,0.393480792,0.626837956
CLEC2D,-0.162084302,-0.162084302,-0.162084302,-0.162084302,-0.162084302,-0.162084302,-0.162084302,-0.162084302,-0.162084302,-0.162084302,-0.162084302,4.312837588,-0.162084302,-0.162084302
CDKN2B,0,0,0,0,0,0,0,0,0,0,0,1.201771067,0,0
ABAT,0,0,0.81076441,0,0,0,0,0,0,0,0,0,0,0
ARID3A,-0.93101859,-1.822316014,0.020274736,-0.80101285,-1.672046066,-1.054241074,-1.302966265,0.325659044,0.843740345,0.050735424,1.774508875,-5.98095751,-0.465401554,-0.779859368
FADS1,1.396676825,0.730165058,0.348242481,1.235564607,-2.405246194,-0.649147635,-1.749007768,0.055253286,1.102522942,0.729659771,-0.174662082,-3.216590957,-3.38047676,-0.836229363
CXORF2,-1.349383686,-0.962349956,-0.87735795,-0.990070669,2.725305975,-0.334629305,-1.399651198,-0.486025818,-0.779803266,-0.742809981,-0.871401257,1.588338767,-0.960050428,-1.755581547
OR10H2,0,0,0,0,1.795877057,0,0,0,0,0,0,3.975198537,0,0
DFNA5,-2.859695038,-3.339064988,-1.962884232,-3.907731756,-2.691439102,1.225846596,2.234050602,-1.889586589,-3.485709383,-3.088529968,-1.361951281,-2.0070831,0.274698777,2.184999419
PHC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OR4S1,1.239740134,0.806577416,1.262195173,0.277713707,-0.38593832,-0.38593832,-0.108954139,0.777162247,-0.224893128,-0.283136598,0.637680322,-0.38593832,-0.38593832,0.334708981
FAM83A,-0.16099715,-2.580765405,-2.580765405,-2.201957644,1.33634228,-1.912073266,-2.580765405,-2.580765405,-2.580765405,-2.580765405,2.806725954,-1.832887701,-2.580765405,-2.580765405
WDR33,0.50077256,0.416645567,0.467042758,0.51778231,-2.198380618,0.013879862,-0.358476793,0.393363831,0.58174261,0.552725584,-0.321264427,-3.943502659,-0.179031608,-0.588481132
SSH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACY3,0,0,0,0,0,0,0.157725271,0,0,0,0,0,0,0
FLJ46836,0.304064442,0.158777504,0.210192087,-0.144709389,-1.960087373,0.848447217,-1.059175793,-0.054366894,-0.094777364,0.045822668,0.521608323,1.262198955,-0.236552502,-1.172204244
EXOSC6,0.222844422,0.274533187,0.629142831,0.676040674,-1.224354147,-0.170792804,-0.780465444,0.226852347,-0.0087635,0.223492424,0.227686578,-1.623422111,-0.305217717,-0.323023215
F8,0,0.314772646,0.428042535,0,0,0,0,0.363452158,0,0,0.253512826,0,0,0
CDC45L,0.685247599,1.174038221,0.742746041,0.675862549,-1.937243877,-1.912082766,-7.580017279,0.420275739,0.753964309,1.058185106,0.704457236,-6.697732258,-0.908626593,-4.719420662
PDK1,-1.807407041,-1.405966756,-1.684827436,-1.104161639,-1.578490401,1.854695164,-1.476193022,-2.124770858,-2.853585375,-2.552435539,-2.357718196,3.137001275,-1.681730944,-2.463156254
C1ORF71,-0.341360765,-0.541653789,-0.299495649,-1.426873011,-5.803687777,0.054828222,1.422359481,-0.150087961,0.495515662,-0.42755392,-0.418342165,-0.99415307,-0.405899786,0.247806683
LRP10,-0.779259692,-1.339631179,-0.292448279,-0.82189948,0.474192529,0.231470482,-0.549851587,-0.098289087,-0.444301318,-0.68281181,0.533370901,0.037401944,0.239124596,0.325751472
POU3F3,0,0,0,0,0,1.841510004,0,0,0,0,0,0,0,0
AIRE,0.043017604,-0.090665443,-0.233898302,-1.109103334,3.310711514,-1.109103334,-1.109103334,-0.251092491,-1.109103334,-1.017038007,-1.109103334,-1.109103334,-1.109103334,-1.109103334
KIN,-2.005349002,-2.968275076,-2.968275076,-2.968275076,1.800227203,-2.968275076,-2.968275076,-1.711612346,-2.968275076,-2.393594062,-2.968275076,3.414267898,-2.87575555,-2.968275076
HK3,-1.700023108,-4.832101392,0.142830495,-0.724587166,-2.126241499,-2.4905616,-4.965903334,0.457484805,1.007293152,0.53313247,2.100229591,-1.6756476,0.060888414,-2.91159574
SERPING1,-2.589291572,-2.525300474,-2.076324364,-2.30845177,-0.414286446,1.660807443,1.145029943,-1.680320777,-1.906653312,-3.238536754,-2.261342902,0.122681472,-0.025919198,2.543510504
SCGB3A2,0,0,1.425656682,0.757416946,0,0,0,0,1.336728269,0.199205896,0,0,0.151180974,0
GPM6B,0,0,0,0,0.102801722,0,0,0,0,0,0,0,0,0.31760291
RIOK1,0,0,0,0,0,0,0,0,0,0,0,1.255682003,0,0
FCHO2,0.590446177,0.63774546,0.362067549,-0.098564564,-4.176533856,-2.761154433,0.520819844,0.440659187,-0.097091207,0.48891328,-0.141448858,-4.176533856,0.436421238,-0.01789236
FLJ10847,-1.877788489,-3.093131996,-0.915432618,-3.093131996,-3.093131996,-3.093131996,2.993349266,0.514466116,-1.144684397,-1.142845097,-0.862655928,-3.093131996,-0.939335171,1.070606226
MAGI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD51AP1,0.909655882,0.827854573,0.817342159,0.604210137,-6.614495969,-2.983236684,-5.477016627,0.763197187,1.180990555,1.24892296,0.262312557,-6.614495969,-1.234987635,-4.470300074
PLCXD2,1.116443361,1.425089654,0.16892198,0,0,0,0,0.265890667,0,0,0.273462179,0,0,0
ZNF20,-0.587803676,-0.171790747,-0.02982956,-0.220069057,0.635103991,1.356968372,-0.405967812,-0.232426089,-0.257748224,-0.41695839,-0.533832981,-3.9968754,0.20658604,-0.011089137
ANTXR1,-4.957184178,-7.745786373,-7.745786373,-5.641072523,0.674308328,1.624148981,1.210506829,-7.224131916,-6.490495639,-7.164115767,-7.639296504,1.572342606,0.417768965,2.19371571
PCDH7,-0.512140786,-0.512140786,-0.512140786,-0.512140786,-0.512140786,3.862444038,1.956948754,-0.512140786,-0.512140786,-0.512140786,-0.512140786,-0.512140786,-0.512140786,1.783341096
TUBAL3,0.553733157,1.791581127,0.994109341,1.378892239,-2.57953217,-4.223762834,-4.223762834,-0.077807769,0.250648466,-0.111697669,-0.15461117,-4.223762834,-2.172493413,-4.223762834
BCR,-0.049790341,0.71737423,0.972107694,0.292040214,-2.48376362,-0.413085352,-2.274198742,0.061735612,-0.430280142,-0.367183856,1.166555054,-2.48376362,0.4763426,-0.228446823
METAP2,1.039360628,0.583197552,0.679442178,0.359538781,-2.139745401,-1.323464159,-0.919230184,0.506394641,0.699361283,1.001437798,-0.08161743,-1.576783322,-0.817422403,-1.107968403
FYTTD1,-0.138598208,-0.070352464,-0.005462224,-0.238259044,-6.262596915,-0.489510898,1.579751536,-0.042744651,-0.482212837,-0.451800857,-0.656992468,-0.377414424,0.441511602,0.879330932
TEPP,0,0,0,0,0,0,0,0,0,0,0,1.476752035,0,0
MGC10433,0.127819941,0.079415087,0.052283708,0.372903389,-0.500280491,0.033717977,-0.490029115,0.254564102,0.199759363,0.403967214,0.355175286,-1.051319646,-0.143827824,-0.103746545
UBXD8,0.519827957,0.584917423,0.272543868,0.022565885,-0.47015169,-0.624045508,-0.89850472,0.262724897,0.287631249,0.407121922,0.067724337,-7.563088944,0.630294392,-0.191941611
PDPN,-3.837808719,-3.837808719,-3.837808719,-3.837808719,-3.837808719,3.137205913,1.089742305,-3.837808719,-3.837808719,-3.837808719,-3.837808719,0.843919177,-0.499124029,1.39261648
AMMECR1,0.874489664,1.19241315,0.69183214,0.938684785,-0.640997653,-1.058878609,-3.189503945,0.477900011,0.12022341,0.988875576,0.119212776,-3.189503945,-1.492166302,-2.662600064
WDFY3,0,0,0,0.118903707,0.401785403,0,0,0,0,0,1.635539654,0,0.415219177,0
SAPS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDRG2,-3.055811774,-2.600468788,-3.09025071,-3.337559548,-4.691351428,-1.601935905,1.224168129,-3.39024415,-3.53686705,-2.704484545,-2.390288426,3.424698116,-3.836627134,0.009286994
LOC92017,-3.224294117,-0.347110615,-3.224294117,-3.224294117,2.75014772,1.792744204,-1.943206453,-3.099864236,-2.405455313,-2.471791169,-1.189700915,-3.224294117,0.443109838,-0.183005131
SMAD1,-1.516314956,-1.86185327,-0.853630981,-1.676733478,2.598046281,-1.801370746,-2.145729865,-1.979921611,-2.145729865,-0.943424993,-1.436328384,2.487193014,-1.700539506,-1.994099937
AK2,0.257514105,0.422845801,0.321653797,0.654394022,-0.708918279,0.580217841,-0.304497122,-0.029380457,-0.308418243,-0.259665045,-0.236236275,-0.118056285,-0.504632749,-0.247475695
GRM1,-0.841138238,-0.841138238,-0.841138238,-0.841138238,3.093584062,-0.841138238,-0.841138238,-0.841138238,-0.841138238,-0.841138238,-0.841138238,3.676085086,-0.841138238,-0.841138238
WDR78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCEAL8,-0.633286119,-0.305695261,-0.141540764,0.115449615,-5.911419591,2.272431931,-0.297572861,-0.32063402,-0.69219346,-0.603300395,-0.81244322,-5.911419591,-0.013741249,0.558696264
MXI1,-0.587983903,-0.125990438,0.402481935,-0.281863217,-0.713961426,-0.713961426,1.558357814,-0.159259618,0.431938122,0.420719937,0.393922667,-0.713961426,-0.713961426,0.404623392
LBXCOR1,0.365139174,-0.121973766,-0.104996046,-0.219874421,1.876397554,0.151450246,-0.219874421,0.16881453,0.120513375,-0.219874421,0.268596885,0.697287102,-0.219874421,-0.219874421
GABRG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATOX1,-0.795097222,-0.462564507,-0.58775975,-0.258254019,1.844862726,0.80328548,-1.345819304,-0.743037825,-1.056677734,-1.061781565,-1.227656783,-0.622522203,0.579604313,-0.577820654
FLJ35773,-0.570472658,-0.088194855,-0.570472658,-0.039662149,-0.570472658,0.752911464,0.802536186,-0.570472658,-0.570472658,0.473099766,0.813240965,-0.570472658,-0.570472658,-0.570472658
CT45-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PITPNC1,-1.1573365,-3.590819958,0.425528153,-1.455660668,-1.577024086,0.317196702,1.094841321,0.597082362,0.578225633,-0.36157237,0.90181679,-3.590819958,0.255615062,0.940408647
ZNF664,-0.038845937,0.222094556,-0.378676494,-0.602540322,-2.358671951,0.798170778,0.426337373,-0.515221164,-0.176550519,-0.206174852,-0.423762471,-1.102631782,0.47687328,-0.462416659
CYP2C9,0,0,0,0,0.608062277,0,0,0,0,0,0,0,0,0
CCL15,0,0,0,0,1.362727966,0,0,0,0,0,0,1.868334641,0,0
PIB5PA,0.18650135,0.024454438,0,0,0,0.311161583,0,0,0,0,0,0.838648779,0,0
SERPINA12,0,0,0,0,3.708231388,0,0,0,0,0,0,0.322538226,0,0
TMEM37,-3.261898077,-2.198775705,-3.261898077,-2.296778278,2.335284262,0.275196825,-0.684887163,-3.261898077,-3.105882573,-2.588656571,-3.261898077,2.581195424,-2.824305449,-0.833478607
TBRG1,-1.142398937,-1.142398937,-0.784623156,-0.673929007,2.594659077,-1.142398937,-1.142398937,-1.142398937,-0.125606692,0.409870223,-1.142398937,1.841499887,-1.142398937,-1.142398937
PHOX2A,-3.144148602,-3.144148602,-3.144148602,-3.144148602,3.080523601,-1.819267809,-3.144148602,-3.144148602,-3.144148602,-3.144148602,-3.144148602,2.93463333,-3.144148602,-3.144148602
GPR23,-0.327550491,-0.556228703,-0.469225893,-0.085836054,0.305332209,1.581092389,-0.61524776,-0.040491503,-0.500713859,-0.465688531,-0.720341836,1.241653154,0.367391448,-0.855526676
LIPE,-0.184508902,0.419657009,-0.259548937,0.642041444,-2.85505752,-0.778181652,1.116750982,0.044542299,-0.128238562,0.220669767,-0.395515736,-1.559274997,-1.834018486,1.389375296
STON2,0,0,0,0,0,0,0,0,0,0,0,0.103403639,0,0
C17ORF46,0.750257815,0.648631643,-0.10689978,0.869881916,-1.084899498,1.725777524,0.042373889,0.309733995,-1.084899498,-1.084899498,-1.084899498,-0.107505995,-0.657897479,-1.084899498
F10,0,0,0,0,0,0,2.454653312,0,0,0,0,0,0,3.687515659
EYA2,-1.348786743,-1.348786743,-1.348786743,-0.770971838,-1.348786743,-1.348786743,-1.348786743,-1.348786743,-1.348786743,-0.831856961,-1.348786743,3.700743561,-1.348786743,-1.348786743
C18ORF51,-4.130362722,-4.130362722,-4.130362722,-4.130362722,-2.786279194,1.734401005,2.179629682,-4.130362722,-4.130362722,-4.130362722,-4.130362722,2.472778626,-1.446875389,1.098269609
TPD52L1,0,0,0,0,2.189526701,0.892443972,0,0,0,0,0,0,0,0
MSL3L1,0.036858264,0.426206355,0.145058391,0.402126644,0.487988227,-1.748034763,-2.832049681,0.379006238,0.437286606,0.467824678,0.423588131,1.089392189,-1.257394421,-1.937151615
SYT16,-0.130465054,0.570866126,1.173279451,1.368573112,-1.226286963,-0.168001642,-0.228723567,0.659655105,0.338552721,-0.060930508,0.156618875,-1.226286963,-1.077596039,-0.712652839
BOLL,-2.872221787,-2.872221787,-2.872221787,-2.872221787,3.169307325,-1.838684695,-2.872221787,-2.872221787,-2.872221787,-2.872221787,-2.872221787,2.727743668,-2.872221787,-2.872221787
GALNT7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0907,-0.173080875,0.013880463,-0.886081251,-0.887890901,-1.177845905,-1.437176237,-0.748197735,-0.923267518,0.655457011,0.542024187,0.408079826,-0.416581714,1.132718175,-0.99728603
USP25,0.714887748,0.737618198,0.44358182,-0.751096277,-0.607828347,-3.299602569,1.161097818,0.516552947,0.166848364,0.572886404,-0.25562711,-1.294464913,-1.220305107,0.214217389
LPO,-0.352781808,-0.352781808,-0.352781808,-0.352781808,4.325209436,-0.352781808,-0.352781808,-0.352781808,-0.352781808,-0.352781808,-0.352781808,2.407033157,-0.352781808,-0.352781808
C6ORF139,1.3502215,1.165908901,0.332157967,0.715856851,-4.611193176,-4.611193176,-1.480746168,1.021249367,1.071005775,0.456980763,-0.025915496,-4.611193176,-1.554734285,-1.601057861
DPEP1,-0.172683008,-0.172683008,-0.172683008,-0.172683008,-0.172683008,0.177383488,-0.172683008,1.458007852,-0.172683008,-0.172683008,-0.172683008,1.243780477,-0.172683008,2.848139184
EXOSC10,0.402813394,0.485651036,-0.201768299,-0.093524565,-0.657047817,-0.304712874,-1.144250744,0.024436799,0.356115053,0.476203595,0.154470487,0.262104964,-0.09677356,-0.525876703
MTR,0.799786105,0.758394082,0.361298931,0.13681798,-2.044414629,-0.542123759,-0.396539676,0.451951447,0.325562872,0.653661229,0.127152734,-3.714573933,-0.271588007,-0.285517535
FAM84B,-3.183392372,-4.219204283,-3.165280799,-4.591731258,-0.060095573,-2.640312541,-2.064249359,-3.749139848,-3.942594629,-4.803691926,-4.176085212,0.117430358,0.299557247,-2.148068801
NRM,-0.197692914,-0.221099425,0.154732719,0.068568909,1.20046306,0.647402562,-1.534002438,-0.170915295,-0.104633392,-0.315900458,0.382398281,-4.405842391,0.346762713,-0.415301004
ZNF42,0.051309234,0.8002558,0.651860698,1.365818935,0.716618672,-0.12573301,-0.677671879,-0.13855407,0.058771376,-0.036741513,0.072722346,-1.109332276,-0.327331099,-1.109332276
GRPEL1,0.572906559,0.15885143,0.382740921,0.24093443,-1.385613101,-1.629824327,0.341864778,0.122997562,0.160415701,0.447921847,0.177789506,-0.144031278,-0.37380314,-0.6693435
CYORF15A,0.63984925,1.601798815,-0.281876981,0.511354609,2.631906429,-0.281876981,-0.281876981,0.760291486,0.216962335,-0.281876981,-0.22943761,1.631810944,-0.281876981,-0.281876981
LOC441070,-0.600890168,0.52812036,1.021262124,1.171180753,-0.600890168,1.425022981,-0.600890168,1.126884105,0.072902541,0.083012852,0.341275234,-0.600890168,-0.600890168,-0.600890168
KCNG1,0.197565336,1.37487205,0.979219252,-0.578082077,-0.578082077,0.512195938,0.51123937,0.169027069,-0.32225281,-0.062252954,-0.356922657,-0.578082077,-0.450710454,-0.412273823
CPNE1,-0.540532707,0.464105246,-0.449728546,0.567589523,-0.771022941,0.133561032,-0.654078957,0.314740806,-0.313936892,0.669243616,-0.270211988,-4.455589468,0.944261399,-0.564180099
