Gene_name,GSM368877,GSM368878,GSM368879,GSM368880,GSM368881,GSM368882,GSM368883,GSM368884,GSM368885,GSM368886,GSM368887,GSM368888,GSM368889,GSM368890
SPATA7,-0.091286191,0.202701162,0.031378714,0.301781574,0.814670768,-0.452337579,0.174167923,-0.016189308,-0.061316767,0.048757616,-0.847045164,0.368245728,-0.550398042,0.010551071
PHKB,0.868050636,0.746336189,0.682227088,0.536619315,-4.086827955,-1.710850096,0.351557451,0.710529239,0.513668801,0.739313009,-0.121596372,-4.10142338,-2.006260372,-0.881955701
UCN2,0,0,0,0,0,0.700424736,0,0,0,0,0,0,0,0
CA1,0.986624066,0.783369301,0.684007251,0.835671573,-3.353042325,-8.128908278,-4.672797774,0.814018007,0.820822095,1.045071072,0.579929101,-5.524729898,-1.335820679,-6.814770019
MTHFD2L,-1.069326264,-1.711149613,-1.07159426,-0.703974232,-4.125167229,0.600948048,1.058689688,-1.076070165,-1.131181585,-1.070087653,-1.645951707,2.219736702,0.364320715,0.055317332
LOC644398,0.336392787,-0.520509786,-0.307976403,0.636519918,-1.381914857,-0.942556348,0.37378113,0.098249105,-0.070218121,0.254140403,-0.306730534,1.779555673,-1.381914857,-0.234260553
RAC1,-2.405357952,-2.923571988,-2.486973342,-2.280406475,-0.553202058,-1.962208928,-3.007589948,-3.222571877,-3.222571877,-2.637558281,-2.181887188,-3.222571877,3.363117424,0.388318607
TMEM98,0.821445604,-1.278261969,1.00232437,1.872971004,-2.228323459,-0.093853808,-0.448602266,0.082077197,0.670910187,0.981353117,-2.228323459,-1.621151185,-2.228323459,0.547059001
ALS2CR19,-0.323053627,-0.323053627,-0.323053627,-0.323053627,2.691200112,-0.323053627,-0.323053627,-0.323053627,-0.323053627,-0.323053627,-0.323053627,3.780265659,-0.323053627,-0.323053627
LOC112714,-0.018974834,-0.396464468,-0.242857188,-1.036101763,-2.717444762,-2.06950288,1.895510331,-0.551965294,-0.988021965,-0.404047609,-0.851275377,-2.62134318,1.733279049,1.147645106
SLC26A4,0,0,0,0,2.52350064,0,0.682840688,0,0,0,0,0,0,0.206143851
BRAF,0.70758335,0.357363287,0.430983592,0.552465901,-2.719470478,-0.560869069,-2.244848187,0.712786614,0.335228253,0.880219994,0.092885268,-2.719470478,-0.046215118,-2.719470478
THAP7,-0.04234072,0.176106369,0.040470489,0.482849783,1.147434429,0.113837142,-0.68454673,-0.270213876,-0.474220649,-0.224661872,-0.335340367,-0.177591172,-0.022177534,-0.953536713
RIOK1,1.212212554,0.755759927,0.70019435,0.766745774,-3.864668497,-3.864668497,-1.331630059,0.627968251,0.713218748,1.213874361,0.254144388,-3.78846687,-3.864668497,-2.089983945
LOC650254,1.04301328,0,0,0,0,0,0,0.550203768,0,0,0,0,0,0
APEX2,0.634458912,0.429347443,0.338562224,0.614485718,-1.820862095,0.178744761,-1.859318279,0.431894423,0.416561674,0.626600862,0.642984842,-6.554182115,-1.036041245,-1.238571387
C21ORF25,-1.055655014,-1.238893025,-1.388930422,-1.323394393,0.633909373,0.848492297,-0.843753468,-1.595425199,-1.180416406,-1.31349676,-1.669272636,1.413904474,0.256214286,0.563769427
MTMR9,-0.087843674,0.014817363,-0.591679402,-0.721561266,0.666785647,-0.210953325,0.808657096,-0.305990249,-0.149110123,-0.228929204,-0.090653034,-0.292908652,0.019812168,0.469085725
C9ORF28,-2.340314722,-0.921964364,-0.439046861,-0.423937346,-0.295696179,-1.616650921,1.305809335,-0.571065334,-0.811645009,-0.3749657,0.141195228,-1.348943702,0.458170523,1.168059029
C5ORF16,-1.057105238,-1.057105238,-1.057105238,-1.057105238,2.398766076,-1.057105238,-1.057105238,-1.057105238,-0.929239231,-0.12989712,0.587743761,-0.228306123,1.922824062,-1.057105238
DTNA,-4.581551804,-4.581551804,-4.581551804,-4.581551804,2.288953941,-1.82622221,2.930018525,-4.581551804,-4.581551804,-4.581551804,-4.581551804,-0.270600086,-2.037116804,1.093989821
TSHB,0,0,0,0,2.175775873,0,0,0,0,0,0,0,0,0
POLD1,0.737036824,0.908856033,0.674908629,0.846418513,-4.076960316,-1.700867452,-3.430151379,0.428066349,0.587226856,0.936802145,0.831338998,-6.103406739,-0.91900568,-2.299198906
ACTR5,0.633519054,0.711590251,0.398229487,0.690435214,-4.62482984,-0.601779419,-1.119762632,0.30357272,0.402240551,0.68508394,0.065731468,-4.867963268,-0.589352694,-1.230736951
C11ORF35,-2.505386887,-2.090676285,-2.505386887,-2.259752042,2.712083532,0.388874301,-2.505386887,-2.276278917,-1.28886179,-0.90021409,-1.113853885,-1.334931792,0.487642058,-2.505386887
LOC647760,0.447341962,0.620547899,0.627560883,0.897132895,-0.319032329,0.199380351,-0.918891724,0.161931508,-0.142039178,0.14917443,-0.352822258,-3.101288858,-0.701722445,-0.941445972
C9ORF19,-0.059394811,0.110762378,0.604637037,0.120361055,-1.764711637,-0.284621714,-1.818914384,0.64234242,0.646000905,0.144583932,1.236450117,-1.23495932,-0.526870334,0.007994036
INPP4A,0.259237012,0.571351598,0.313565011,0.7872182,-3.087927227,0.77455578,-0.194316256,0.232700052,-0.232743542,0.533217679,0.438690944,-0.248654141,-0.907550382,-1.071590483
SH3KBP1,0.896587643,1.463345321,-0.071779901,0.311885468,-0.097218937,-0.097218937,-0.097218937,1.883056847,1.186824659,-0.097218937,0.197127582,-0.097218937,-0.097218937,0.305119871
GRB10,0,0,0.952681151,1.881190576,0,0,0,0,0.131032151,0.054218137,0.380624871,0,0,0
FAM89A,0.862030308,1.520713194,0.827100595,1.046300874,-6.495869133,-1.504504603,-1.897047277,0.782229482,0.74903576,0.853690765,-0.425147079,-6.495869133,-4.290950806,-2.447762123
SHH,0.660896496,0.702900704,0.026129733,1.002850988,-1.208866606,-1.208866606,0.055683337,0.537937636,0.215485815,0.064691803,0.500349026,0.951455629,-1.091742604,-0.777726408
KIAA0773,0.65505963,0.787574233,0.56661992,1.152780272,-0.273457109,-0.581218151,-1.57231197,0.159139363,0.457225433,0.667051902,0.106805073,-2.497491253,-0.771802653,-1.57961583
C10ORF111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THEX1,1.521786781,0.947956509,0.793202064,1.159533358,-2.980785693,-2.980785693,-2.980785693,1.223254735,0.70992332,1.083207915,0.308652272,-2.980785693,-2.980785693,-2.980785693
TMCO5,0.248891678,-0.187963799,0.887838417,0.377776041,-1.435033793,1.287891198,-0.441227213,0.63476975,-0.233872414,0.392841617,0.614898594,-1.435033793,-1.435033793,-0.590826429
C14ORF2,0.249914543,0.132437376,0.474822897,0.886136669,-3.636988571,-0.242600861,0.51117463,0.326285427,0.11673174,0.110493458,-0.077382737,0.669114591,-1.527358836,-0.313133646
GLT8D1,0.209564878,0,0,0,0,0,0,0,0,0,0,0,0,0
ANK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTR7,0.969303376,0.682294643,0.790094484,1.2838526,-1.465791609,-1.465791609,-0.616842237,0.521656374,0.544372805,0.424564365,0.471310509,-1.465791609,-1.465791609,-0.203270879
RPS6KA3,0.045077542,-0.191697405,0.290753944,0.035841297,-3.131497561,2.070850855,0.225450849,-0.157989601,-0.595360247,-0.570151565,-0.856995098,1.519391908,-3.131497561,-1.312331905
ERF,-0.788856938,-0.378465889,-0.413707323,-0.406674051,1.612214002,-0.201699409,-2.028863442,-0.535799447,-1.114220378,-0.725108918,-0.262384239,1.725942289,0.009093175,-0.275746905
WDR71,0.701526146,0.689329873,0.756071293,0.789176869,-4.77320597,-1.717754869,-1.490950477,0.534064924,0.11499487,0.791596298,0.14322972,-2.329789776,-0.037036855,-1.232185406
C19ORF37,-0.172762416,0.419138654,-0.316392664,-0.037299204,0.62177063,0.587943268,-0.129360257,-0.253127107,-0.244729763,-0.309442449,-0.089940551,-0.229228472,0.003515268,0.293665356
HIC2,0.499651066,0.389474619,0.152462089,0.052636608,0.217810002,-1.085872641,-1.368897902,0.184084896,0.382428295,0.657396831,0.659305764,0.291589426,-1.416342478,-1.344888981
CDC42EP2,-3.009352919,-3.009352919,0.076866122,-2.650394796,1.62968348,-2.940530797,0.515052453,1.116656622,-0.565527825,-2.359159348,1.201421662,0.281172856,0.037337847,0.059432881
TMOD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIK3AP1,0.445274122,-0.149506661,0.820484125,0.13180459,-4.476821718,-0.690298538,-1.105438847,1.387606507,0.596934529,0.131349183,1.2564633,-3.904042377,-0.88807036,-1.540342778
CLK1,0.227624495,0.235200622,0.046491949,-0.022340422,-0.033589771,-2.558456331,-0.358019456,-0.062397957,0.632939242,0.278101088,0.374165494,-0.455846962,-0.744247923,-0.628223649
LOC400451,-4.860899039,-4.527569547,-3.292085825,-3.911976808,1.232205895,0.474262857,-0.921738171,-5.188834282,-4.756062038,-5.036735752,-3.427191266,0.748282273,0.757054482,-0.69053632
ATP5J,0.543493278,0.478542851,0.349595672,0.848531035,-3.856260251,-4.422892774,0.986583661,0.18159967,0.092960786,0.343637129,-0.296883233,-4.397453738,0.065676862,0.372936501
HOXA3,1.005620507,1.582033865,0.173172217,0,0,0,0,0.924932189,0,1.117720805,0,0.657554264,0,0
IL10RA,-0.894407918,-1.170305469,-0.006135587,-1.417371407,0.518187018,-1.33425187,-2.012580017,0.715042279,0.00892707,-1.15121923,1.016080634,-0.429444457,-0.032229949,-0.512743157
LRRC17,-4.006638822,-4.006638822,-4.006638822,-4.006638822,-4.006638822,2.660325426,1.027383434,-4.006638822,-3.648333294,-4.006638822,-4.006638822,0.741160084,0.67563915,2.02653086
GAS2,0,0,0,0,0,0.420369213,0,0,0,0,0,0,0,0
SLC15A1,0,0,0,0,0,0,0,0,0,0,0,0,0.201364115,0
LMX1B,-0.567613312,-0.567613312,-0.567613312,-0.161887059,-0.567613312,-0.567613312,-0.567613312,-0.567613312,-0.493586627,0.235271095,-0.567613312,2.852634112,-0.567613312,-0.567613312
UBOX5,0.558128726,0.537918395,0.409792006,0.579880922,-0.442507933,-1.870290745,-0.788607274,0.49939279,0.041476564,0.306098456,-0.365387561,1.003270255,-0.599615672,-0.583572944
GBGT1,0.50403591,0.944815262,0.998208933,1.359587602,-1.014896731,-0.932084825,-2.939217688,0.407386561,0.676975137,0.791936704,0.332303156,-5.676592164,-3.904224704,-1.987682721
CDC5L,0.868159997,0.459052353,0.324529012,0.183636067,-3.598334212,-1.082084891,0.065215677,0.510089999,0.513732646,0.694162982,0.070149409,-1.075837266,-0.790718926,-0.349488034
EZH2,0.991736638,0.718695748,0.692244976,0.602960866,-3.15999924,-4.462323044,-4.462323044,0.969914627,1.137642411,1.500291623,0.530543368,-4.462323044,-3.227326706,-4.462323044
RHOF,-0.760803135,-1.642457477,0.476255237,0.976387999,-0.74521221,1.176046732,-1.642457477,0.705894465,-0.346674954,0.467044127,0.12138854,1.549020293,-1.642457477,-1.642457477
POGZ,-1.587705171,0.01125213,-1.69653215,-1.828848997,1.586267508,1.040805351,-1.373938735,-2.247736512,-0.062612517,-0.014738246,-0.511179271,1.474173322,0.343226744,-1.125406587
PRRG3,0,0,0,0,1.740770819,0,0.037299629,0,0,0,0,0,0,0
RASAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLK1,-1.436686828,-1.436686828,-1.436686828,-1.436686828,1.684467446,-1.003127758,2.9043667,-1.436686828,-1.436686828,-1.436686828,-1.436686828,1.70274583,-1.436686828,-0.47530011
NUP160,1.168009627,0.971232903,0.87666188,0.316276308,-2.490925975,-3.127806262,-1.806123543,0.891359444,0.635924008,0.938952024,-0.088798293,-7.171733301,-1.213993144,-1.967895211
PRDM2,0,0,0,0,0.482277802,0,0,0,0,0,0,0,0,0
HIST1H2BL,-1.655517906,1.115962319,-1.277450257,-1.655517906,3.209369911,-1.655517906,-1.655517906,-1.655517906,-0.864529585,-1.655517906,-1.655517906,1.880093412,-1.655517906,-1.655517906
CABLES1,0.531389136,0.58470991,0.374505597,0.972873038,-5.227733872,0.087322384,-1.320821376,0.109248485,-0.276170724,-0.1978374,-0.027864051,-5.045148981,-1.238077786,-1.137972175
CSN1S1,0,0,0,0,0,1.427315526,0,0,0,0,0,3.679730614,0,0
COL4A1,-5.284530868,-5.428493746,-5.549404757,-4.942905886,0.916915309,2.167664311,0.354591656,-5.864317392,-5.727455517,-5.507911688,-5.624418706,0.161586813,1.02196022,2.314066007
PCDHGA12,0,0,0,0,1.896482812,0,0,0,0,0,0,3.409967899,0,0
HSD3B7,0.971982406,1.012974204,0.455673197,1.239342749,-4.26604943,-0.880352658,-2.509953509,0.334152294,0.489726459,0.650931413,-0.312813297,-4.26604943,-1.419724112,-0.657323706
SOX3,-2.783343598,-2.783343598,-2.783343598,-2.09053926,3.050419362,-0.029977071,-0.437205059,-2.783343598,-2.783343598,-2.783343598,-2.783343598,1.288085512,1.63959199,-2.783343598
OR10Q1,0,0,0,0,0,0,0,0,0,0,0,0.735598534,0,0
CCDC64,-2.519348869,-2.519348869,-2.519348869,-2.519348869,3.64229952,-2.519348869,-2.519348869,-2.519348869,-2.519348869,-2.519348869,-2.519348869,2.270853314,-2.519348869,-2.519348869
C20ORF152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECH1,-0.01674869,0.381324687,-0.130599502,0.026297106,-0.620100586,-0.71876171,0.919792942,-0.177052326,-0.079582666,0.026297106,-0.684107921,0.711929326,-1.685314939,0.517497395
ST6GAL1,0,0,0,0,2.023360711,0,0,0,0,0,0,0,0,0
PER1,0.171431201,0.439680792,0.813670526,-0.986308735,0.683493012,-0.060757073,0.571826812,-0.802113902,-0.358724569,0.439680792,0.918239672,-1.329017782,-1.329017782,0.532404907
CSTF2,0.61519992,0.55194012,0.49556713,0.701488388,-0.74816993,-0.793602273,-2.54617925,0.389708398,0.244325789,0.590199875,0.456334022,-0.604933665,-1.098769455,-1.569405939
SH3D19,-4.94010176,-4.94010176,-4.94010176,-3.405195388,0.176266375,0.407187185,2.188392711,-4.94010176,-4.94010176,-4.94010176,-4.94010176,1.066523066,-0.41736567,2.063250299
MSH4,-0.404670689,-0.404670689,-0.404670689,-0.404670689,-0.279336989,-0.404670689,-0.404670689,-0.404670689,-0.404670689,-0.404670689,-0.404670689,3.32067239,1.27715129,-0.404670689
DPRX,0,0,0,0,0.919728118,0,0,0,0,0,0,0,0.94755068,0
SNCG,-0.613124526,-0.613124526,-0.613124526,-0.613124526,-0.613124526,-0.613124526,-0.613124526,-0.613124526,-0.613124526,-0.613124526,-0.613124526,-0.613124526,-0.608147707,4.284491956
ZSCAN2,0.321886278,1.149941315,0.726885429,1.130578914,-0.521864977,-2.905530394,-1.604423116,0.526232116,0.066201675,0.643100427,-0.081602745,-2.905530394,-0.518474996,-1.568802124
AAMP,0.142726679,0.224343381,0.205924033,0.503161094,-0.642317537,0.154198866,-0.197423452,-0.094089149,-0.322414684,-0.151387031,-0.322955598,-1.397745052,0.44371366,-0.294572679
CLEC10A,0,0,0,0,0,0.688760566,0.847863151,1.467784531,0,0,0.432862556,1.230874316,0,0
GCNT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A17,-2.398256916,-3.063961836,-1.94530806,-2.743133417,0.053555395,1.521932013,0.339463658,-1.272853157,-2.902465902,-2.28616708,-2.581885611,1.740176887,-0.045860008,1.337713848
EFEMP2,-3.609841991,-2.576042713,-3.045978786,-2.119133881,0.15417125,1.741902658,1.108864824,-3.230852837,-3.125896018,-3.41749745,-2.833900016,1.731982163,-0.610233775,2.06397715
ZWINT,1.232914131,1.452196162,0.424628441,1.191893393,-2.268645233,-2.268645233,-2.268645233,0.335046236,1.153085529,1.525045854,0.283912133,-2.268645233,-2.268645233,-2.268645233
ATP1B4,-3.44769413,-3.44769413,-3.44769413,-3.44769413,-0.160835155,-3.44769413,3.591485399,-3.44769413,-3.44769413,-3.44769413,-3.44769413,-0.294056983,-3.44769413,1.622242138
PITPNM1,-2.968308365,-3.625847965,-1.268822396,-2.474256996,1.216977716,0.590103632,-0.332692316,-0.915501918,-0.378463714,-1.077639847,0.057692157,1.677105617,0.851456864,-0.390858456
C3ORF22,0.901074489,1.048220954,0.774287718,1.672533436,-0.905029383,-0.905029383,0.213555435,0.456749151,0.667616279,0.438647409,-0.180882287,-0.905029383,-0.905029383,-0.905029383
HIST1H1B,-0.436236458,2.215594768,1.416993848,1.241706287,1.366170995,-2.823291856,-2.823291856,0.627603477,-0.795749177,-0.793507268,-1.356747607,-2.23638243,-2.823291856,-2.823291856
KIAA1893,0,0,1.060667402,0,0,1.244048287,0,0,0,0,0.656139943,0,1.836249099,0
GPR26,0.447561087,0.707910249,1.137542431,0.721447642,-0.503444272,-0.503444272,1.341665359,-0.503444272,-0.503444272,-0.158492242,0.783273529,-0.503444272,-0.503444272,0.124597294
MUC20,-3.956236397,-3.956236397,-3.956236397,-3.956236397,3.083540823,0.376430367,-3.030984621,-3.956236397,-3.956236397,-3.956236397,-3.956236397,-3.956236397,-2.893114024,-3.207844402
LCE2A,0,0,0,0,1.483893794,0,0,0,0,0,0,1.965618307,0,0
APP,-1.88117124,-1.88117124,-1.88117124,-1.88117124,0.687229702,-0.051322442,0.412955783,-1.703590648,-1.88117124,-1.88117124,-1.88117124,1.961385906,0.56411498,0.717715883
PFKFB4,-1.707019824,-1.856856656,-0.257021026,-1.14756727,0.413266828,0.127936987,-0.973920717,0.037626655,-0.351722746,-1.026385133,1.125017283,1.50255196,-0.021777853,-1.216788837
ZNF580,-0.569450968,0.74629581,0.078435828,0.611692592,-1.468266363,1.966852964,-0.052538113,0.027473883,-0.039356521,0.111695154,-0.153068968,-0.987742717,-1.468266363,-1.421570141
MC1R,-1.949806645,-0.628025127,-1.419743497,-1.169480152,-3.807189793,2.517958228,-0.909500411,-1.993386545,-1.299932379,-1.742987891,-0.960297873,0.90686404,0.784892693,0.846853642
FAM29A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP32,1.109032578,1.437988224,0.733940886,0.190131434,-2.064184821,-2.064184821,-1.847663216,0.569899,0.91299892,1.158187957,0.452551966,-2.064184821,-0.5597443,-2.064184821
RECQL5,0.462157395,1.183000072,0.553326762,0.816192788,0.027631013,-2.470145954,-2.470145954,0.227245628,0.715799858,0.982299577,0.141491656,-1.264553254,-1.721753959,-2.470145954
DUS1L,0.358137646,0.606139591,0.222811934,0.897814541,-0.46203481,-1.047538121,-1.009536172,-0.175870956,0.097617451,0.094970222,0.417092446,-4.742063167,0.445289896,-1.146458063
FUT3,0.245899159,0.803124593,0.004940489,-0.385307588,-0.385307588,2.72055379,-0.385307588,0.365837951,0.093703034,-0.385307588,-0.374752404,-0.385307588,-0.385307588,1.28757397
ATP8B3,-0.095483429,-0.095483429,-0.095483429,-0.095483429,2.395433055,0.224205309,-0.095483429,-0.095483429,-0.095483429,-0.095483429,1.452351948,1.760797169,1.036735575,0.250010173
KIAA1946,0.279477457,0.884477872,0.548331666,0.482569374,-1.207364321,-1.207364321,-0.548193836,0.071207053,0.466849138,0.253175452,0.066194088,-0.260386015,-0.438138455,-0.193411717
KIF3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SULT6B1,-1.884230021,-1.677050969,-2.976009815,-1.412788827,2.294517726,0.596888946,-1.007097928,-2.496573575,-2.976009815,-2.976009815,-2.976009815,2.70430663,-1.527628169,-2.222851376
NKIRAS2,0.193897409,0.196835017,0.086910632,0.189275083,-5.009139016,0.511275571,0.213036421,0.049299791,0.137951913,0.217422496,0.364453518,-4.563472559,0.275461174,0.03934486
RAXL1,-3.414488127,-2.050122584,-3.851408835,-3.165656831,1.62723023,2.153689209,0.213932476,-3.679654791,-2.843242459,-3.197663453,-2.317272288,1.79601483,0.123165244,-0.264377952
LOC643394,0,0,0,0,2.091393705,0,0,0,0,0,0,0.999014122,0,0
SLC35A3,-0.350519034,-0.456041323,-0.183102577,-0.544782367,0.776190829,-1.753328953,-1.347628934,-0.408128019,-0.428185789,-0.417345248,-0.87902023,0.490167191,-0.331539789,-0.608442956
HNRPDL,-0.541379311,0.112421869,-1.320426521,-1.034179911,-1.289489756,-0.541379311,-0.795038621,-1.450542443,0.893053116,0.889512039,0.056233736,-3.685579351,1.133408094,-1.126117943
DMD,0.858289996,0.615927696,-0.404900743,0.953382441,-2.052730409,-1.361759139,-0.344736079,0.084190796,-0.000189528,0.305178003,-0.030858746,0.300163327,-0.147606754,-0.58817453
PHF14,0.686758328,0.767779252,0.397777419,0.286631379,-5.57712468,-1.10220279,-0.644543468,0.478428914,0.468783748,0.536866161,0.116590861,-5.57712468,0.644859913,-0.20200877
CDK2,0.695224197,0.836396639,0.584649745,1.10616001,-3.286126044,-2.574843764,-2.368614608,0.640756341,0.922847134,0.972654956,0.170098753,-4.595841031,-1.557241335,-2.383231424
PSORS1C2,-2.563999959,-2.563999959,-2.563999959,-2.563999959,3.228460446,-1.029644156,-2.213933463,-2.563999959,-2.137958001,-2.563999959,-1.909999859,2.155996959,-2.563999959,-1.935534879
MID1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL11RA,-0.813704252,-0.813704252,-0.813704252,-0.813704252,2.172292475,-0.813704252,-0.236865312,-0.813704252,-0.813704252,-0.813704252,-0.813704252,3.666724473,-0.813704252,-0.771632554
MGC48628,-0.416788147,-0.416788147,-0.416788147,-0.416788147,3.127497074,-0.416788147,-0.416788147,-0.416788147,-0.416788147,-0.416788147,-0.416788147,2.489062131,-0.416788147,-0.416788147
SULT1C3,0,0.573115754,0.148690924,1.140310767,0.566218473,0,0,0.798152672,0,0.126484774,0,0.073562341,0,0
HES4,-3.896042811,-7.808065073,-7.531970453,-4.626331382,0.880610331,2.197462989,-0.046916123,-3.750639712,-4.688748326,-7.503894302,-5.385906429,1.6291135,1.349605706,1.157297523
KENAE,0.225450094,0.066980784,-1.501292661,-1.701830929,0.824857168,-1.47552309,-2.180276669,-0.243174552,0.303717862,0.898039618,-0.015790045,0.463144049,-1.223304679,-1.725648031
S100A1,-5.16970651,-5.16970651,-5.16970651,-5.16970651,0.546067454,-1.529448557,2.671569663,-5.16970651,-5.16970651,-4.874914486,-5.16970651,2.543464745,-5.16970651,0.889906994
GLUL,-0.023000059,-0.218912104,0.040464429,0.60572659,1.298344641,-2.820088204,0.133478336,0.086626855,-0.973875444,-0.451247646,-0.954755333,0.751146947,-0.92579399,-1.229094073
IGSF6,-0.391510024,-3.243596009,0.898051856,-1.114447462,-3.678368999,-2.013259667,-1.685487749,1.667714521,0.971515144,-0.538490264,1.959619556,-3.678368999,-0.721840666,-1.352193557
